GENE	r2	GENEID	POP	HSQ	HSQSE	HSQP	VG	VGSE
ARFGAP3	1.4122242170781923e-4	ENSG00000242247.5	EUR	-0.020804	2.6e-5	0.004533	-0.020872	0.001114
ARFGEF2	0.005960034243231723	ENSG00000124198.7	EUR	0.028263	0.018931	0.0788	0.0281	0.019031
ARFIP1	0.029745403771905047	ENSG00000164144.10	EUR	0.034853	0.016655	0.01772	0.033447	0.016202
ARG2	0.0021065834846459943	ENSG00000081181.3	EUR	6.61e-4	0.013198	0.485	6.61e-4	0.013185
ARHGAP12	0.005649927586731394	ENSG00000165322.12	EUR	0.004368	0.018061	0.4264	0.004217	0.017442
ARHGAP15	0.03769278309528593	ENSG00000075884.8	EUR	0.040341	0.022296	0.04329	0.039621	0.022221
ARHGAP17	1.832385131161969e-4	ENSG00000140750.12	EUR	0.069145	0.037757	0.04664	0.069755	0.039327
ARHGAP18	0.010284799334869305	ENSG00000146376.5	EUR	0.020043	0.033455	0.32	0.02037	0.034101
ARHGAP22	0.0338752236555056	ENSG00000128805.9	EUR	0.091789	0.042309	0.03308	0.088796	0.042924
ARHGAP24	0.11182678441995746	ENSG00000138639.13	EUR	0.201018	0.042796	6.031e-10	0.188073	0.046767
ARHGAP25	0.128550916563472	ENSG00000163219.6	EUR	0.199946	0.060783	2.646e-4	0.211855	0.073709
ARHGAP27	0.05455703586124896	ENSG00000159314.5	EUR	0.025585	0.012439	0.003819	0.024888	0.012272
ARHGAP33	0.03780753455190729	ENSG00000004777.10	EUR	0.084826	0.03137	0.002743	0.085237	0.032868
ARHGAP42	0.007552909779959432	ENSG00000165895.12	EUR	-6.46e-4	0.016375	0.4879	-6.17e-4	0.015621
ARHGDIB	0.002221785198447137	ENSG00000111348.4	EUR	-0.02037	0.001989	0.05103	-0.017852	0.002033
ARHGEF35	0.1150826266752767	ENSG00000213214.3	EUR	0.195661	0.054369	6.796e-8	0.202546	0.066168
ARHGEF5	0.006609394813266288	ENSG00000050327.8	EUR	0.017668	0.020994	0.2168	0.017664	0.021096
ARID1A	0.004492469270014607	ENSG00000117713.13	EUR	0.002461	0.010075	0.4264	0.002474	0.01013
ARID3B	8.0591506003649e-4	ENSG00000179361.12	EUR	0.003187	0.009903	0.4004	0.003238	0.010068
ARIH1	0.005824179214111002	ENSG00000166233.7	EUR	-0.014192	5.2e-5	0.01018	-0.014413	7.73e-4
ARL11	0.2636948226849841	ENSG00000152213.3	EUR	0.334417	0.053742	5.551e-17	0.348325	0.078719
ARL17A	0.050427906569203276	ENSG00000185829.10	EUR	0.179056	0.056165	4.676e-5	0.192102	0.070549
ARL4C	0.13825004088110732	ENSG00000188042.5	EUR	0.180712	0.038082	1.904e-7	0.130521	0.030589
ARMC1	0.0016551882240496496	ENSG00000104442.5	EUR	0.08962	0.031473	1.71e-4	0.089973	0.033573
ARMC10	1.102272959407663e-4	ENSG00000170632.9	EUR	-0.007189	0.003993	0.2005	-0.007184	0.004021
ARMC6	0.0017325716779975746	ENSG00000105676.7	EUR	0.023986	0.025711	0.2113	0.023943	0.025881
ARMC7	0.005171055345751799	ENSG00000125449.1	EUR	0.002161	0.012749	0.4494	0.002191	0.012927
ARNT	1.3857300895334184e-7	ENSG00000143437.14	EUR	0.003856	0.01109	0.3938	0.003729	0.010731
ARNTL	0.01918373203360001	ENSG00000133794.12	EUR	0.021568	0.019	0.1529	0.021845	0.019352
ARNTL2	4.432577014360839e-5	ENSG00000029153.10	EUR	-0.00389	0.015247	0.4308	-0.003848	0.015087
ARPC1B	0.025713043417274865	ENSG00000130429.7	EUR	0.068399	0.02834	0.001049	0.066623	0.028961
ARPC2	0.012549698601364961	ENSG00000163466.11	EUR	0.005537	0.01529	0.3848	0.005285	0.014604
ARPC5	0.004613901243946274	ENSG00000162704.10	EUR	0.02215	0.037323	0.3114	0.02065	0.034987
ARPC5L	0.01630602256393211	ENSG00000136950.9	EUR	0.005835	0.013975	0.3689	0.005709	0.013691
ARPP19	0.017322695375454104	ENSG00000128989.5	EUR	0.003747	0.012053	0.406	0.003773	0.012142
ARRB2	0.005443598502826511	ENSG00000141480.12	EUR	0.041428	0.023618	0.03181	0.04066	0.023531
ARRDC1	0.0012462547706710628	ENSG00000197070.9	EUR	0.016112	0.019878	0.2336	0.015899	0.019687
ARSA	0.3217225664601571	ENSG00000100299.12	EUR	0.417091	0.053794	0	0.445507	0.087698
ARSB	0.021054176158058668	ENSG00000113273.11	EUR	0.064685	0.028921	0.004969	0.066761	0.03083
ARSG	0.001679655009399897	ENSG00000141337.6	EUR	0.044745	0.02667	0.06386	0.04487	0.02717
ARV1	0.10186478750664257	ENSG00000173409.9	EUR	0.067972	0.022838	7.984e-4	0.065604	0.022823
ASAH1	0.0017814068326401171	ENSG00000104763.12	EUR	0.030212	0.02648	0.162	0.027806	0.024559
ASB13	0.004886172775331622	ENSG00000196372.7	EUR	0.199256	0.048444	3.555e-5	0.203964	0.056325
ASCC1	0.011711057682132436	ENSG00000138303.11	EUR	0.055618	0.033064	0.01461	0.052969	0.032398
ASCC2	0.014957160143624033	ENSG00000100325.10	EUR	0.010961	0.011799	0.2063	0.011193	0.012088
ASF1A	0.07088408480065983	ENSG00000111875.6	EUR	0.146725	0.052134	2.775e-4	0.154051	0.060991
ASL	0.011068522817884046	ENSG00000126522.10	EUR	0.006457	0.008844	0.2191	0.006322	0.008686
ASNS	6.58180026891411e-4	NA	NA	NA	NA	NA	NA	NA
ASNSD1	0.022582292507535445	ENSG00000138381.4	EUR	0.054306	0.032925	0.02067	0.055648	0.034713
ASPA	0.0046240846000651535	ENSG00000108381.6	EUR	0.006607	0.015039	0.3689	0.006759	0.015394
ASPH	0.03110877089261577	ENSG00000198363.9	EUR	0.054294	0.031721	0.05201	0.054183	0.032384
ASRGL1	0.11942056297646383	ENSG00000162174.8	EUR	0.147863	0.03823	7.569e-8	0.144571	0.04147
ASTE1	2.2188315944176324e-4	ENSG00000034533.6	EUR	-0.007897	0.00473	0.2229	-0.007709	0.00465
ASTN2	4.103592525264276e-5	ENSG00000148219.12	EUR	-0.011426	0.020804	0.36	-0.011449	0.02087
ATAD5	0.005841304178524305	ENSG00000176208.3	EUR	0.003695	0.00814	0.3484	0.003379	0.00745
ATE1	0.011489865025639128	ENSG00000107669.12	EUR	0.08149	0.034248	0.01259	0.0809	0.035089
ATF1	0.005866069400354569	ENSG00000123268.4	EUR	-0.010725	0.003762	0.1427	-0.010557	0.003772
ATF5	0.09976948915195168	ENSG00000169136.3	EUR	0.138675	0.044493	2.996e-4	0.143126	0.04982
ATF6	0.011202587478834907	ENSG00000118217.5	EUR	0.111523	0.037584	4.879e-4	0.108785	0.038976
ATF7IP	0.002094093234989334	ENSG00000171681.8	EUR	0.040511	0.027307	0.07523	0.041279	0.028214
ATF7IP2	0.012531170654915007	ENSG00000166669.9	EUR	0.102802	0.048658	0.02338	0.105307	0.052246
ATG13	0.007562436798160814	ENSG00000175224.10	EUR	0.009412	0.010089	0.1847	0.009172	0.009872
ATG16L1	0.0010860311827446743	ENSG00000085978.16	EUR	-0.003045	0.013473	0.4379	-0.003071	0.013594
ATG2B	0.0052414812592695955	ENSG00000066739.7	EUR	0.029855	0.034584	0.2529	0.029716	0.03461
ATG4C	0.11424959835666458	ENSG00000125703.8	EUR	0.141627	0.033468	5.231e-8	0.138992	0.036037
ATG7	0.004022151998625392	NA	NA	NA	NA	NA	NA	NA
ATHL1	0.048010601080141685	ENSG00000142102.11	EUR	0.257268	0.051928	1.726e-8	0.271599	0.067768
ATIC	0.004979635979898299	ENSG00000138363.10	EUR	0.07776	0.033643	0.00605	0.078435	0.03523
ATL1	6.706184103036966e-4	ENSG00000198513.6	EUR	-0.025649	3.52e-4	0.04696	-0.025872	0.001445
ATL2	0.001038638856508316	ENSG00000119787.9	EUR	0.012908	0.016287	0.2539	0.012852	0.016257
ATMIN	0.0048668893648627825	ENSG00000166454.5	EUR	0.007546	0.020291	0.389	0.00768	0.020662
ATOX1	0.01696306254789261	ENSG00000177556.7	EUR	0.021753	0.018023	0.1318	0.021397	0.017849
ATP10D	0.01878254815263284	ENSG00000145246.8	EUR	0.134906	0.040835	8.016e-5	0.137495	0.045715
ATP13A1	6.411630056495943e-4	ENSG00000105726.11	EUR	-0.001753	0.019136	0.4745	-0.001786	0.019498
ATP13A2	0.024670689481820912	NA	NA	NA	NA	NA	NA	NA
ATP1A1	0.0032451677476817266	ENSG00000163399.10	EUR	0.065312	0.030676	0.01959	0.066247	0.032161
ATP1B1	0.07235596432592648	ENSG00000143153.7	EUR	0.116676	0.0455	0.002971	0.119013	0.049564
ATP2A3	2.576981714196567e-4	ENSG00000074370.13	EUR	0.100729	0.042347	0.003932	0.103561	0.045812
ATP5A1	0.006650922412355147	ENSG00000152234.7	EUR	0.010905	0.0208	0.3382	0.011207	0.021403
ATP5C1	0.0245863013440416	ENSG00000165629.14	EUR	0.03078	0.021154	0.1015	0.02887	0.020003
ATP5F1	0.016646557031976504	ENSG00000116459.6	EUR	0.051586	0.025285	0.01644	0.052038	0.026
ATP5G1	8.495269356693369e-4	ENSG00000159199.8	EUR	0.015609	0.022662	0.2983	0.015736	0.022923
ATP5G2	0.07695111348297651	ENSG00000135390.12	EUR	0.085288	0.029637	7.11e-5	0.084002	0.030719
ATP5L	8.734421201726289e-5	ENSG00000167283.3	EUR	-0.004058	0.011462	0.4064	-0.003978	0.011242
ATP5S	0.026531932446232403	ENSG00000125375.10	EUR	0.016369	0.017911	0.2033	0.016128	0.017729
ATP5SL	6.755368139584689e-4	ENSG00000105341.11	EUR	0.087955	0.025144	2.501e-6	0.084823	0.025716
ATP6V0A2	0.0018790211777239842	ENSG00000185344.7	EUR	0.041527	0.025899	0.070930000000000007	0.0422	0.026827
ATP6V0B	0.017684017276866422	ENSG00000117410.8	EUR	0.008255	0.009674	0.2247	0.008222	0.009658
ATP6V0D1	0.010248128750138872	ENSG00000159720.5	EUR	0.001392	0.006346	0.4328	0.001406	0.006412
ATP6V0E1	0.001717209271265691	ENSG00000113732.4	EUR	0.023987	0.026129	0.2339	0.023484	0.025693
ATP6V1A	7.335815949270671e-4	ENSG00000114573.4	EUR	0.017475	0.019717	0.2235	0.017488	0.019834
ATP6V1C2	6.199513643243939e-4	ENSG00000143882.5	EUR	-0.022471	0.012619	0.1665	-0.022494	0.012743
ATP6V1E1	0.00673103127616622	ENSG00000131100.8	EUR	0.061954	0.033341	0.05061	0.05916	0.032416
ATP6V1E2	0.0026490508481090917	ENSG00000250565.2	EUR	0.312007	0.04688	0	0.2882	0.055398
ATP7B	0.06158922824032119	ENSG00000123191.9	EUR	0.131474	0.045272	1.296e-8	0.128526	0.048981
ATP8B2	3.152137978123481e-4	ENSG00000143515.12	EUR	-0.007626	0.011341	0.3397	-0.007239	0.010786
ATP8B3	0.0012451106919987172	ENSG00000130270.8	EUR	-0.022049	0.012827	0.1702	-0.022203	0.013022
ATP8B4	0.013973897252662125	ENSG00000104043.10	EUR	0.045452	0.019919	0.005876	0.045396	0.020354
ATP9B	0.005773747239216953	ENSG00000166377.13	EUR	-0.005953	0.010286	0.3567	-0.005799	0.010029
ATPAF2	0.06659795863080983	ENSG00000171953.9	EUR	0.0658	0.033005	1.9e-4	0.065668	0.034541
ATPIF1	0.02626190908814627	ENSG00000130770.12	EUR	0.008877	0.011285	0.2332	0.008949	0.011406
ATRIP	7.637517150843357e-4	ENSG00000164053.13	EUR	-0.001964	0.005656	0.4123	-0.001993	0.005743
ATXN3	4.1369720593839734e-4	ENSG00000066427.15	EUR	-0.006647	0.019841	0.4108	-0.006743	0.020142
AVEN	0.057414448721794895	ENSG00000169857.3	EUR	0.087938	0.039082	0.01154	0.088805	0.040872
AVL9	0.014228114260558263	ENSG00000105778.12	EUR	0.024665	0.020355	0.1348	0.024686	0.020528
AXIN1	7.591536753752935e-4	ENSG00000103126.10	EUR	-0.004463	0.015242	0.4223	-0.004572	0.015618
B3GALNT1	0.0861405486914168	ENSG00000169255.9	EUR	0.108241	0.047038	1.016e-5	0.108294	0.051151
B3GALNT2	0.1537633337993976	ENSG00000162885.6	EUR	0.160094	0.037909	8.14e-11	0.153933	0.041635
B3GNT2	0.0026640092660959545	ENSG00000170340.10	EUR	0.005502	0.01418	0.3819	0.005382	0.013879
B3GNTL1	0.01834653009496989	ENSG00000175711.4	EUR	0.110222	0.060833	0.03416	0.113541	0.067286
B4GALNT3	0.6016920050491525	ENSG00000139044.6	EUR	0.598874	0.037542	0	0.575204	0.075472
BAG4	0.026497201388151276	ENSG00000156735.6	EUR	0.006343	0.023193	0.4209	0.006303	0.023061
BAIAP2L1	0.010130967621869425	ENSG00000006453.9	EUR	0.0028	0.008987	0.4057	0.002803	0.008998
BAK1	0.24574946324056307	ENSG00000030110.7	EUR	0.341644	0.059613	1.849e-13	0.341381	0.080684
BANF1	1.0743135406406043e-4	ENSG00000175334.3	EUR	0.035202	0.019545	0.009302	0.032924	0.018634
BARD1	0.004890069447413087	ENSG00000138376.6	EUR	-6.6e-5	0.01218	0.4986	-6.6e-5	0.012215
BATF3	0.08079560824648656	ENSG00000123685.4	EUR	0.074027	0.030825	0.001636	0.072865	0.031604
BAZ2B	0.0049768143366333275	ENSG00000123636.12	EUR	-7.2e-5	0.012325	0.4985	-7.1e-5	0.01215
BBS2	0.2394590319875549	ENSG00000125124.6	EUR	0.261452	0.048196	2.044e-12	0.264846	0.060313
BBS4	0.001064717466859537	ENSG00000140463.9	EUR	-0.00203	0.01541	0.4631	-0.001985	0.015074
BBS7	0.06667362235729743	ENSG00000138686.5	EUR	0.064929	0.023952	4.359e-4	0.064675	0.024713
BCAP29	0.0036103649720907486	ENSG00000075790.6	EUR	-0.011703	0.003547	0.1201	-0.01161	0.003598
BCAS1	0.08274937335435095	ENSG00000064787.7	EUR	0.129312	0.041429	2.271e-4	0.124027	0.042378
BCAS4	0.005084536084279702	ENSG00000124243.11	EUR	0.068549	0.033901	0.03808	0.067923	0.034457
BCAT1	0.007328700370127396	ENSG00000060982.10	EUR	0.037856	0.032126	0.1521	0.035564	0.03046
BCKDHB	5.430972791325417e-4	ENSG00000083123.8	EUR	0.036262	0.023878	0.07	0.035521	0.023727
BCL10	0.020190550938347318	ENSG00000142867.6	EUR	0.085566	0.042679	0.02298	0.087933	0.045676
BCL2A1	0.005539370340152915	ENSG00000140379.7	EUR	-0.033687	7.7e-5	0.03064	-0.031846	0.001703
BCL2L10	0.026539332005130867	ENSG00000137875.4	EUR	-0.006216	0.006953	0.372	-0.00586	0.006579
BCL2L13	0.012134069220949095	ENSG00000099968.13	EUR	0.138365	0.043345	0.001275	0.140504	0.046898
BCL2L14	0.024194478760270054	ENSG00000121380.7	EUR	0.019538	0.024856	0.2654	0.018412	0.023489
BCL7B	0.007634315216649862	ENSG00000106635.3	EUR	-0.004147	0.009044	0.388	-0.004062	0.008868
BCO2	0.00972311277565105	ENSG00000197580.7	EUR	-0.010028	0.009367	0.2921	-0.009961	0.009352
BDH1	2.876552511030512e-4	ENSG00000161267.7	EUR	-0.006322	0.011784	0.3659	-0.006313	0.011783
BDH2	7.59781918305647e-4	ENSG00000164039.10	EUR	0.005181	0.008309	0.2895	0.005006	0.008041
BDP1	0.0040670737691302986	ENSG00000145734.12	EUR	0.015208	0.026319	0.3117	0.014556	0.025281
BECN1	5.0845830128587945e-5	ENSG00000126581.7	EUR	-0.009773	2.5e-5	0.01988	-0.00962	5.15e-4
BEND6	0.064711667463615	ENSG00000151917.11	EUR	0.094068	0.036646	1.355e-6	0.093818	0.039269
BET1	0.0677663012948657	ENSG00000105829.6	EUR	0.047132	0.024915	0.03808	0.047039	0.025314
BET1L	1.6763491325885554e-5	ENSG00000177951.12	EUR	-0.001686	0.028913	0.4832	-0.001698	0.029119
BICD1	0.00821178379984782	ENSG00000151746.8	EUR	-0.00603	0.012701	0.3781	-0.005962	0.012563
BICD2	0.08785697086267792	ENSG00000185963.9	EUR	0.124577	0.034512	4.177e-11	0.10979	0.033638
BID	0.03703553811846788	ENSG00000015475.14	EUR	0.046985	0.033696	0.1158	0.046494	0.033746
BIK	0.11016533375538973	ENSG00000100290.2	EUR	0.073508	0.029874	0.006939	0.070797	0.029782
BIN1	0.1684696017522147	ENSG00000136717.10	EUR	0.195738	0.04574	1.065e-6	0.189642	0.051139
BIN2	0.01467758683014834	ENSG00000110934.5	EUR	0.005288	0.015777	0.3997	0.005249	0.015668
BIRC2	0.003964162476649561	ENSG00000110330.3	EUR	-0.01968	0.009658	0.1603	-0.019713	0.009794
BIRC5	0.07139858921218496	ENSG00000089685.7	EUR	0.28289	0.056878	1.8e-6	0.277575	0.067213
BLK	0.2748483837297073	ENSG00000136573.6	EUR	0.167958	0.038668	1.665e-16	0.145746	0.037858
BLMH	0.005184250417185756	ENSG00000108578.8	EUR	0.024243	0.020531	0.05519	0.023958	0.020588
BLOC1S2	0.046924075146712915	ENSG00000196072.6	EUR	0.034668	0.020361	0.03923	0.035152	0.020993
BMP6	0.010439988755605607	ENSG00000153162.7	EUR	8.2e-4	0.022836	0.4893	8.08e-4	0.022516
BMP8B	3.856015095016412e-7	ENSG00000116985.6	EUR	0.455054	0.045916	0	0.449975	0.076107
BNIP2	0.003558559804149933	ENSG00000140299.6	EUR	0.013133	0.019187	0.2974	0.013386	0.019598
BNIP3	4.031415040173437e-4	ENSG00000176171.7	EUR	0.057372	0.025717	0.01443	0.057536	0.026359
BNIP3L	0.0010255457122480673	ENSG00000104765.9	EUR	-0.011231	0.012316	0.2874	-0.011367	0.012491
BPGM	0.0016103217104801184	ENSG00000172331.7	EUR	0.104129	0.032756	1.181e-5	0.101463	0.034148
BPHL	0.0711675305663715	ENSG00000137274.8	EUR	0.171335	0.044262	4.085e-5	0.174746	0.049675
BPNT1	0.008067865199573147	ENSG00000162813.12	EUR	-0.001457	0.012967	0.4683	-0.001451	0.012914
BPTF	0.16885044743696329	ENSG00000171634.11	EUR	0.129323	0.033069	1.733e-8	0.120572	0.033296
BRCA1	0.007337041967405462	ENSG00000012048.13	EUR	-0.01208	5.3e-5	0.01419	-0.012159	6.53e-4
BRCA2	0.04128213077487371	ENSG00000139618.9	EUR	0.075252	0.031764	0.004509	0.073507	0.0323
BRD1	0.004507979960245867	ENSG00000100425.13	EUR	0.015483	0.021263	0.2778	0.015285	0.021039
BRD3	0.00674084518864993	ENSG00000169925.10	EUR	0.021786	0.028352	0.2762	0.022038	0.028766
BRD9	0.021454895403378606	ENSG00000028310.12	EUR	0.049726	0.024709	0.02216	0.049955	0.025318
BRF1	0.004876982301119939	ENSG00000185024.10	EUR	0.025537	0.015397	0.04049	0.024444	0.014907
BRI3BP	0.005156783236163713	ENSG00000184992.9	EUR	-0.034719	0.017393	0.1446	-0.033258	0.016904
BRIP1	5.07746038469867e-4	ENSG00000136492.3	EUR	0.090903	0.034019	8.1e-4	0.086401	0.034037
BRMS1L	0.00754648807582413	ENSG00000100916.8	EUR	-0.010701	0.004591	0.1654	-0.010711	0.004652
BSG	0.2690215168562542	ENSG00000172270.12	EUR	0.290768	0.040146	3.739e-13	0.281067	0.047977
BSPRY	0.09420005944415023	ENSG00000119411.10	EUR	0.086389	0.032691	0.002927	0.081212	0.032003
BST2	1.0193013597731066e-4	ENSG00000130303.7	EUR	-0.004093	0.017872	0.4368	-0.004159	0.018163
BTAF1	0.006417834931493661	ENSG00000095564.8	EUR	0.009256	0.01193	0.2436	0.009349	0.012083
BTBD1	0.0299352594107091	ENSG00000064726.5	EUR	0.118385	0.051585	0.002997	0.12429	0.058873
BTBD2	0.017652502463695558	ENSG00000133243.3	EUR	0.019241	0.02595	0.2822	0.019243	0.026026
BTBD7	0.011099214432665311	ENSG00000011114.10	EUR	0.02742	0.023674	0.1376	0.027794	0.024197
BTD	1.7126057432771002e-4	ENSG00000169814.8	EUR	-0.005241	0.007528	0.3369	-0.005197	0.007474
BTF3L4	7.095784437319184e-4	ENSG00000134717.13	EUR	-1.78e-4	0.009493	0.4942	-1.82e-4	0.009672
BTLA	6.578998188710341e-4	ENSG00000186265.5	EUR	-0.013926	0.009741	0.239	-0.01325	0.00933
BTN2A1	0.016047050939194903	ENSG00000112763.10	EUR	0.106817	0.033059	1.134e-6	0.101452	0.034159
BTN2A2	0.028099319927535307	ENSG00000124508.12	EUR	0.087608	0.036768	1.846e-4	0.088936	0.039705
BTN3A1	0.14810229098071137	ENSG00000026950.12	EUR	0.158784	0.039255	1.664e-13	0.152245	0.043234
BTNL9	0.011502680733147362	ENSG00000165810.11	EUR	0.048569	0.0236	0.01495	0.049638	0.024608
BTRC	2.9080450728791976e-4	ENSG00000166167.12	EUR	0.001189	0.009771	0.4638	0.001135	0.009329
BUB3	0.005645886890511208	ENSG00000154473.11	EUR	0.050657	0.031671	0.07179	0.049198	0.031309
BUD13	0.010837842569999197	ENSG00000137656.7	EUR	0.052075	0.033938	0.09319	0.046997	0.0312
C10orf10	0.029646559537360714	ENSG00000165507.7	EUR	0.081914	0.047892	0.05409	0.076866	0.046979
C10orf111	0.002084562501294241	ENSG00000176236.4	EUR	-0.007334	0.01588	0.3818	-0.007471	0.016189
C10orf54	0.014297959846189194	ENSG00000107738.12	EUR	0.166818	0.045577	7.021e-5	0.170395	0.051311
C10orf68	0.0386416625910799	ENSG00000150076.16	EUR	0.062276	0.027666	0.003089	0.059733	0.027424
C10orf76	0.00400400268984962	ENSG00000120029.7	EUR	0.015677	0.017795	0.2171	0.015373	0.017551
C10orf88	0.04617444270153245	ENSG00000119965.8	EUR	0.100601	0.034706	1.558e-4	0.100447	0.036635
C11orf24	0.03860765484675284	ENSG00000171067.6	EUR	0.043949	0.027248	0.07117	0.044301	0.028136
C11orf48	3.3258186787788493e-4	ENSG00000162194.8	EUR	-0.010042	0.010222	0.2874	-0.009899	0.010111
C11orf54	0.11689485018489498	ENSG00000182919.9	EUR	0.11007	0.031418	9.655e-7	0.105451	0.032681
C11orf63	0.09978151809216258	ENSG00000109944.5	EUR	0.112019	0.036222	5.591e-4	0.111001	0.037971
C11orf65	0.0014856380214533298	ENSG00000166323.8	EUR	-0.012762	0.001424	0.1075	-0.012507	0.001583
C11orf73	0.10940341704109095	ENSG00000149196.10	EUR	0.235353	0.052791	3.683e-8	0.241752	0.065801
C11orf74	1.7910902700524333e-4	ENSG00000166352.10	EUR	-0.0065970000000000004	0.014648	0.3818	-0.006691	0.014869
C11orf80	0.0014397935255814605	ENSG00000173715.9	EUR	-0.006559	0.004826	0.2703	-0.006628	0.004901
C11orf82	0.0031727905810173	ENSG00000165490.8	EUR	-4.72e-4	0.012866	0.4888	-4.7e-4	0.012817
C12orf29	1.7710276310342783e-4	ENSG00000133641.11	EUR	0.007732	0.014262	0.3245	0.007854	0.014513
C12orf5	0.009065962395680112	ENSG00000078237.4	EUR	0.027333	0.025763	0.1963	0.026751	0.025339
C12orf52	0.007218966267658201	ENSG00000139405.8	EUR	0.089863	0.041476	0.009498	0.090361	0.043601
C12orf54	1.3865094277007426e-4	ENSG00000177627.5	EUR	0.054044	0.025394	0.01013	0.054751	0.026566
C12orf66	0.004837555370204392	NA	NA	NA	NA	NA	NA	NA
C12orf75	0.011902133995977499	ENSG00000235162.4	EUR	0.06389	0.030467	0.01199	0.060228	0.029585
C14orf159	0.04262678143976942	ENSG00000133943.14	EUR	0.001374	0.017258	0.4765	0.00138	0.017338
C14orf166	0.01537815474096797	ENSG00000087302.4	EUR	0.111585	0.044418	0.008182	0.113489	0.047626
C14orf2	5.0512785665903e-4	ENSG00000156411.5	EUR	-0.00806	0.00452	0.2167	-0.008038	0.004542
C14orf79	0.0026411803770976855	ENSG00000140104.9	EUR	0.02151	0.016481	0.1122	0.021022	0.016214
C15orf27	0.005155150995508426	ENSG00000169758.8	EUR	-0.003342	0.007685	0.3954	-0.003382	0.007781
C15orf39	0.0626823165711736	ENSG00000167173.13	EUR	0.107239	0.037674	4.684e-5	0.103386	0.039459
C15orf40	0.014476580031354326	ENSG00000169609.8	EUR	0.031286	0.020628	0.0559	0.030978	0.020754
C15orf41	0.020556576150585305	ENSG00000186073.7	EUR	0.013658	0.020067	0.2973	0.013869	0.020411
C15orf57	0.12725924562537666	ENSG00000128891.11	EUR	0.092025	0.026181	6.118e-9	0.087537	0.026503
C16orf13	0.14620018200082016	ENSG00000130731.11	EUR	0.135983	0.037158	1.667e-8	0.12307	0.036506
C16orf46	0.02243108016760122	ENSG00000166455.9	EUR	0.026906	0.020621	0.1256	0.026876	0.020727
C16orf62	0.009348153977866498	ENSG00000103544.10	EUR	0.028862	0.028066	0.1943	0.028389	0.027806
C17orf53	0.11835727494427009	ENSG00000125319.8	EUR	0.11334	0.036519	7.015e-8	0.102229	0.03558
C17orf62	0.004185383922469091	ENSG00000178927.10	EUR	0.001644	0.013481	0.4633	0.001659	0.013605
C17orf70	0.04010201170306914	ENSG00000185504.11	EUR	0.051239	0.027731	0.02782	0.050134	0.027713
C17orf97	0.710358835760958	ENSG00000187624.7	EUR	0.749411	0.027781	0	0.854651	0.1036
C17orf99	0.042355802634018676	ENSG00000187997.6	EUR	-0.00665	0.018266	0.4031	-0.006845	0.01881
C18orf25	0.0025718173808629893	ENSG00000152242.5	EUR	0.005281	0.02025	0.4228	0.005326	0.02043
C18orf56	0.06619476624748245	ENSG00000176912.2	EUR	0.098587	0.029375	2.863e-5	0.097243	0.030386
C19orf12	0.0038044314308251313	ENSG00000131943.11	EUR	-0.01792	0.006882	0.1644	-0.017511	0.006838
C19orf40	0.012905949009564925	ENSG00000131944.4	EUR	0.166613	0.039652	2.522e-7	0.167883	0.044975
C19orf47	0.10839399701113175	ENSG00000160392.8	EUR	0.15592	0.03428	1.772e-11	0.139309	0.034445
C19orf48	0.1761374677943816	ENSG00000167747.8	EUR	0.190347	0.041019	7.166e-7	0.185554	0.044414
C19orf53	0.07613698171796822	ENSG00000104979.3	EUR	0.113038	0.037045	6.96e-4	0.110542	0.038512
C19orf54	0.08158177682294672	ENSG00000188493.8	EUR	0.109663	0.034155	8.687e-5	0.108534	0.036063
C19orf55	0.007143851156260417	ENSG00000167595.8	EUR	0.025192	0.02198	0.1588	0.024974	0.021927
C1GALT1	0.1294319792427996	ENSG00000106392.5	EUR	0.138867	0.037045	1.647e-6	0.132506	0.03871
C1orf101	0.004100576302075474	ENSG00000179397.12	EUR	-0.007277	0.014545	0.3712	-0.007404	0.014811
C1orf109	0.016580775400934254	ENSG00000116922.9	EUR	0.016542	0.020225	0.2422	0.016336	0.020045
C1orf115	0.2968533081023349	ENSG00000162817.6	EUR	0.482465	0.053154	0	0.50319	0.095788
C1orf131	4.8446945852109665e-5	ENSG00000143633.7	EUR	0.014644	0.019182	0.268	0.014842	0.019502
